employee_id,cost_center,punch_in_time,punch_out_time,punch_apply_date,hours_worked,paycode
5011633,53410,2021-04-24 9:48:00,2021-04-24 14:17:00,2021-04-24,4.5,WRK
5012159,51120,,,2021-04-24,5,ON_CALL
5012159,51120,2021-04-24 6:10:00,2021-04-24 9:10:00,2021-04-24,3,WRK
5012163,31288,,,2021-04-24,8,ABSENT
5012165,31288,2021-04-24 6:14:00,2021-04-24 10:49:00,2021-04-24,4.6,WRK
5012165,31288,,,2021-04-24,1,BREAK
5012165,31288,2021-04-24 11:49:00,2021-04-24 14:14:00,2021-04-24,2.4,WRK
5012319,31288,,,2021-04-24,8,ABSENT
5014147,11151,,,2021-04-24,2,CHARGE
5014147,11151,2021-04-24 14:07:00,2021-04-24 19:55:00,2021-04-24,5.8,WRK
5014147,11151,,,2021-04-24,0.9,BREAK
5014147,11151,2021-04-24 20:51:00,2021-04-24 22:07:00,2021-04-24,1.3,WRK
507800,51100,2021-04-24 6:02:00,2021-04-24 9:51:00,2021-04-24,3.8,WRK
507800,51100,,,2021-04-24,0.7,BREAK
507800,51100,2021-04-24 10:33:00,2021-04-24 14:02:00,2021-04-24,3.5,WRK
1377208,53410,,,2021-04-25,8,ABSENT
1672200,11151,,,2021-04-25,8,ABSENT
3974506,31288,,,2021-04-25,8,ABSENT
4019778,54013,,,2021-04-25,8,ABSENT
5001188,54013,,,2021-04-25,8,ABSENT
5001252,53410,2021-04-25 14:14:00,2021-04-25 17:51:00,2021-04-25,3.6,WRK
5001252,53410,,,2021-04-25,0.8,BREAK
5001252,53410,2021-04-25 18:40:00,2021-04-25 22:14:00,2021-04-25,3.6,WRK
5005963,51120,,,2021-04-25,8,ABSENT
5009770,51100,,,2021-04-25,8,ABSENT
5010823,53410,,,2021-04-25,7,ON_CALL
5010823,53410,2021-04-25 14:17:00,2021-04-25 15:17:00,2021-04-25,1,WRK
5010831,55050,,,2021-04-25,8,ON_CALL
5010836,55050,,,2021-04-25,8,ON_CALL
5011015,55050,,,2021-04-25,8,ABSENT
5011018,51100,,,2021-04-25,8,ABSENT
5011060,55050,,,2021-04-25,8,ABSENT
5011105,11151,,,2021-04-25,8,ABSENT
5011110,31288,,,2021-04-25,8,ABSENT
5011499,31288,,,2021-04-25,8,ABSENT
5011633,53410,,,2021-04-25,7,ON_CALL
5011633,53410,2021-04-25 6:12:00,2021-04-25 7:12:00,2021-04-25,1,WRK
5012159,51120,,,2021-04-25,8,ABSENT
5012163,31288,,,2021-04-25,8,ABSENT
5012165,31288,,,2021-04-25,8,ABSENT
5012319,31288,2021-04-25 6:17:00,2021-04-25 11:58:00,2021-04-25,5.7,WRK
5012319,31288,,,2021-04-25,0.9,BREAK
5012319,31288,2021-04-25 12:51:00,2021-04-25 14:17:00,2021-04-25,1.4,WRK
5012329,18048,,,2021-04-25,8,ABSENT
507800,51100,,,2021-04-25,2,CHARGE
507800,51100,2021-04-25 14:13:00,2021-04-25 18:58:00,2021-04-25,4.8,WRK
507800,51100,,,2021-04-25,1,BREAK
507800,51100,2021-04-25 19:56:00,2021-04-25 22:13:00,2021-04-25,2.3,WRK
1977006,54013,2021-04-26 14:05:00,2021-04-26 19:41:00,2021-04-26,5.6,WRK
1977006,54013,,,2021-04-26,0.6,BREAK
1977006,54013,2021-04-26 20:14:00,2021-04-26 22:05:00,2021-04-26,1.9,WRK
4019778,54013,,,2021-04-26,3,CHARGE
4019778,54013,2021-04-26 14:06:00,2021-04-26 19:41:00,2021-04-26,5.6,WRK
4019778,54013,,,2021-04-26,0.9,BREAK
4019778,54013,2021-04-26 20:34:00,2021-04-26 22:06:00,2021-04-26,1.5,WRK
4024378,55050,,,2021-04-26,8,ABSENT
5001188,54013,,,2021-04-26,5,ON_CALL
5001188,54013,2021-04-26 14:07:00,2021-04-26 17:07:00,2021-04-26,3,WRK
5005963,51120,,,2021-04-26,2,CHARGE
5005963,51120,2021-04-26 6:05:00,2021-04-26 8:50:00,2021-04-26,2.8,WRK
5005963,51120,,,2021-04-26,0.7,BREAK
5005963,51120,2021-04-26 9:31:00,2021-04-26 14:05:00,2021-04-26,4.6,WRK
5009770,51100,2021-04-26 6:07:00,2021-04-26 9:52:00,2021-04-26,3.8,WRK
5009770,51100,,,2021-04-26,0.6,BREAK
5009770,51100,2021-04-26 10:27:00,2021-04-26 14:07:00,2021-04-26,3.7,WRK
5010823,53410,,,2021-04-26,1,CHARGE
5010823,53410,2021-04-26 14:18:00,2021-04-26 20:08:00,2021-04-26,5.8,WRK
5010823,53410,,,2021-04-26,0.6,BREAK
5010823,53410,2021-04-26 20:45:00,2021-04-26 22:18:00,2021-04-26,1.6,WRK
5010831,55050,,,2021-04-26,7,ON_CALL
5010831,55050,2021-04-26 14:19:00,2021-04-26 15:19:00,2021-04-26,1,WRK
5010836,55050,,,2021-04-26,8,ABSENT
5011015,55050,,,2021-04-26,3,CHARGE
5011015,55050,2021-04-26 14:03:00,2021-04-26 19:35:00,2021-04-26,5.5,WRK
5011015,55050,,,2021-04-26,0.9,BREAK
5011015,55050,2021-04-26 20:27:00,2021-04-26 22:03:00,2021-04-26,1.6,WRK
5011018,51100,,,2021-04-26,8,ABSENT
5011060,55050,,,2021-04-26,8,ABSENT
5011105,11151,,,2021-04-26,8,ABSENT
5011110,31288,,,2021-04-26,5,ON_CALL
5011110,31288,2021-04-26 6:15:00,2021-04-26 9:15:00,2021-04-26,3,WRK
5011147,51120,,,2021-04-26,8,ABSENT
5011401,55050,,,2021-04-26,8,ABSENT
5011499,31288,,,2021-04-26,2,CHARGE
5011499,31288,2021-04-26 14:09:00,2021-04-26 18:56:00,2021-04-26,4.8,WRK
5011499,31288,,,2021-04-26,0.5,BREAK
5011499,31288,2021-04-26 19:28:00,2021-04-26 22:09:00,2021-04-26,2.7,WRK
5011633,53410,,,2021-04-26,8,ABSENT
5012159,51120,2021-04-26 6:16:00,2021-04-26 11:54:00,2021-04-26,5.6,WRK
5012159,51120,,,2021-04-26,0.7,BREAK
5012159,51120,2021-04-26 12:35:00,2021-04-26 14:16:00,2021-04-26,1.7,WRK
5012163,31288,,,2021-04-26,2,CHARGE
5012163,31288,2021-04-26 6:12:00,2021-04-26 10:58:00,2021-04-26,4.8,WRK
5012163,31288,,,2021-04-26,0.6,BREAK
5012163,31288,2021-04-26 11:35:00,2021-04-26 14:12:00,2021-04-26,2.6,WRK
5012165,31288,,,2021-04-26,2,CHARGE
5012165,31288,2021-04-26 6:00:00,2021-04-26 9:50:00,2021-04-26,3.8,WRK
5012165,31288,,,2021-04-26,0.9,BREAK
5012165,31288,2021-04-26 10:45:00,2021-04-26 14:00:00,2021-04-26,3.2,WRK
5012319,31288,,,2021-04-26,8,ABSENT
5014147,11151,,,2021-04-26,8,ABSENT
507800,51100,,,2021-04-26,2,CHARGE
507800,51100,2021-04-26 6:04:00,2021-04-26 11:42:00,2021-04-26,5.6,WRK
507800,51100,,,2021-04-26,0.6,BREAK
507800,51100,2021-04-26 12:20:00,2021-04-26 14:04:00,2021-04-26,1.7,WRK
1377208,53410,,,2021-04-27,8,ABSENT
1977006,54013,,,2021-04-27,8,ON_CALL
3974506,31288,2021-04-27 14:15:00,2021-04-27 17:59:00,2021-04-27,3.7,WRK
3974506,31288,,,2021-04-27,0.7,BREAK
3974506,31288,2021-04-27 18:38:00,2021-04-27 22:15:00,2021-04-27,3.6,WRK
4019778,54013,,,2021-04-27,6,ON_CALL
4019778,54013,2021-04-27 14:10:00,2021-04-27 16:10:00,2021-04-27,2,WRK
5001188,54013,,,2021-04-27,6,ON_CALL
5001188,54013,2021-04-27 14:15:00,2021-04-27 16:15:00,2021-04-27,2,WRK
5001252,53410,,,2021-04-27,8,ON_CALL
5005963,51120,,,2021-04-27,8,ABSENT
5009770,51100,,,2021-04-27,2,CHARGE
5009770,51100,2021-04-27 14:06:00,2021-04-27 17:42:00,2021-04-27,3.6,WRK
5009770,51100,,,2021-04-27,0.6,BREAK
5009770,51100,2021-04-27 18:15:00,2021-04-27 22:06:00,2021-04-27,3.9,WRK
5010823,53410,,,2021-04-27,6,ON_CALL
5010823,53410,2021-04-27 14:00:00,2021-04-27 16:00:00,2021-04-27,2,WRK
5010831,55050,,,2021-04-27,7,ON_CALL
5010831,55050,2021-04-27 14:15:00,2021-04-27 15:15:00,2021-04-27,1,WRK
5010836,55050,2021-04-27 6:19:00,2021-04-27 11:54:00,2021-04-27,5.6,WRK
5010836,55050,,,2021-04-27,1,BREAK
5010836,55050,2021-04-27 12:53:00,2021-04-27 14:19:00,2021-04-27,1.4,WRK
5011015,55050,,,2021-04-27,5,ON_CALL
5011015,55050,2021-04-27 14:12:00,2021-04-27 17:12:00,2021-04-27,3,WRK
5011018,51100,2021-04-27 14:08:00,2021-04-27 17:46:00,2021-04-27,3.6,WRK
5011018,51100,,,2021-04-27,0.8,BREAK
5011018,51100,2021-04-27 18:32:00,2021-04-27 22:08:00,2021-04-27,3.6,WRK
5011060,55050,,,2021-04-27,8,ABSENT
5011110,31288,,,2021-04-27,8,ABSENT
5011147,51120,,,2021-04-27,1,CHARGE
5011147,51120,2021-04-27 6:08:00,2021-04-27 11:45:00,2021-04-27,5.6,WRK
5011147,51120,,,2021-04-27,0.5,BREAK
5011147,51120,2021-04-27 12:17:00,2021-04-27 14:08:00,2021-04-27,1.9,WRK
5011401,55050,,,2021-04-27,8,ON_CALL
5011633,53410,,,2021-04-27,8,ABSENT
5012159,51120,,,2021-04-27,1,CHARGE
5012159,51120,2021-04-27 6:04:00,2021-04-27 11:47:00,2021-04-27,5.7,WRK
5012159,51120,,,2021-04-27,0.5,BREAK
5012159,51120,2021-04-27 12:18:00,2021-04-27 14:04:00,2021-04-27,1.8,WRK
5012165,31288,,,2021-04-27,8,ABSENT
5012319,31288,,,2021-04-27,8,ABSENT
5012329,18048,,,2021-04-27,8,ABSENT
5014147,11151,,,2021-04-27,5,ON_CALL
5014147,11151,2021-04-27 6:15:00,2021-04-27 9:15:00,2021-04-27,3,WRK
507800,51100,,,2021-04-27,1,CHARGE
507800,51100,2021-04-27 6:19:00,2021-04-27 10:50:00,2021-04-27,4.5,WRK
507800,51100,,,2021-04-27,0.8,BREAK
507800,51100,2021-04-27 11:37:00,2021-04-27 14:19:00,2021-04-27,2.7,WRK
1377208,53410,,,2021-04-28,8,ON_CALL
1977006,54013,,,2021-04-28,8,ABSENT
3974506,31288,2021-04-28 14:01:00,2021-04-28 16:42:00,2021-04-28,2.7,WRK
3974506,31288,,,2021-04-28,0.8,BREAK
3974506,31288,2021-04-28 17:29:00,2021-04-28 22:01:00,2021-04-28,4.5,WRK
4019778,54013,,,2021-04-28,8,ABSENT
4024378,55050,,,2021-04-28,6,ON_CALL
4024378,55050,2021-04-28 14:15:00,2021-04-28 16:15:00,2021-04-28,2,WRK
5001252,53410,,,2021-04-28,8,ON_CALL
5005963,51120,,,2021-04-28,8,ABSENT
5009770,51100,,,2021-04-28,8,ABSENT
5010823,53410,2021-04-28 6:10:00,2021-04-28 10:43:00,2021-04-28,4.6,WRK
5010823,53410,,,2021-04-28,1,BREAK
5010823,53410,2021-04-28 11:42:00,2021-04-28 14:10:00,2021-04-28,2.5,WRK
5010831,55050,,,2021-04-28,8,ABSENT
5011018,51100,,,2021-04-28,5,ON_CALL
5011018,51100,2021-04-28 14:06:00,2021-04-28 17:06:00,2021-04-28,3,WRK
5011060,55050,,,2021-04-28,7,ON_CALL
5011060,55050,2021-04-28 6:05:00,2021-04-28 7:05:00,2021-04-28,1,WRK
5011105,11151,2021-04-28 14:16:00,2021-04-28 17:51:00,2021-04-28,3.6,WRK
5011105,11151,,,2021-04-28,1,BREAK
5011105,11151,2021-04-28 18:50:00,2021-04-28 22:16:00,2021-04-28,3.4,WRK
5011110,31288,,,2021-04-28,8,ABSENT
5011147,51120,,,2021-04-28,6,ON_CALL
5011147,51120,2021-04-28 14:07:00,2021-04-28 16:07:00,2021-04-28,2,WRK
5011401,55050,,,2021-04-28,8,ABSENT
5011499,31288,2021-04-28 6:06:00,2021-04-28 11:49:00,2021-04-28,5.7,WRK
5011499,31288,,,2021-04-28,0.9,BREAK
5011499,31288,2021-04-28 12:43:00,2021-04-28 14:06:00,2021-04-28,1.4,WRK
5011633,53410,,,2021-04-28,2,CHARGE
5011633,53410,2021-04-28 14:13:00,2021-04-28 19:45:00,2021-04-28,5.5,WRK
5011633,53410,,,2021-04-28,0.8,BREAK
5011633,53410,2021-04-28 20:35:00,2021-04-28 22:13:00,2021-04-28,1.6,WRK
5012159,51120,,,2021-04-28,8,ON_CALL
5012163,31288,,,2021-04-28,8,ABSENT
5012165,31288,,,2021-04-28,5,ON_CALL
5012165,31288,2021-04-28 14:19:00,2021-04-28 17:19:00,2021-04-28,3,WRK
5012319,31288,,,2021-04-28,5,ON_CALL
5012319,31288,2021-04-28 6:14:00,2021-04-28 9:14:00,2021-04-28,3,WRK
5012329,18048,,,2021-04-28,6,ON_CALL
5012329,18048,2021-04-28 6:18:00,2021-04-28 8:18:00,2021-04-28,2,WRK
507800,51100,,,2021-04-28,5,ON_CALL
507800,51100,2021-04-28 6:06:00,2021-04-28 9:06:00,2021-04-28,3,WRK
1377208,53410,2021-04-29 14:09:00,2021-04-29 18:44:00,2021-04-29,4.6,WRK
1377208,53410,,,2021-04-29,0.8,BREAK
1377208,53410,2021-04-29 19:33:00,2021-04-29 22:09:00,2021-04-29,2.6,WRK
1672200,11151,2021-04-29 6:19:00,2021-04-29 9:50:00,2021-04-29,3.5,WRK
1672200,11151,,,2021-04-29,0.7,BREAK
1672200,11151,2021-04-29 10:33:00,2021-04-29 14:19:00,2021-04-29,3.8,WRK
1977006,54013,,,2021-04-29,8,ON_CALL
3974506,31288,,,2021-04-29,5,ON_CALL
3974506,31288,2021-04-29 6:19:00,2021-04-29 9:19:00,2021-04-29,3,WRK
4019778,54013,2021-04-29 14:14:00,2021-04-29 17:58:00,2021-04-29,3.7,WRK
4019778,54013,,,2021-04-29,0.7,BREAK
4019778,54013,2021-04-29 18:39:00,2021-04-29 22:14:00,2021-04-29,3.6,WRK
5001188,54013,2021-04-29 14:19:00,2021-04-29 18:57:00,2021-04-29,4.6,WRK
5001188,54013,,,2021-04-29,0.8,BREAK
5001188,54013,2021-04-29 19:48:00,2021-04-29 22:19:00,2021-04-29,2.5,WRK
5001252,53410,,,2021-04-29,8,ABSENT
5005963,51120,,,2021-04-29,6,ON_CALL
5005963,51120,2021-04-29 6:02:00,2021-04-29 8:02:00,2021-04-29,2,WRK
5009770,51100,,,2021-04-29,1,CHARGE
5009770,51100,2021-04-29 6:04:00,2021-04-29 9:52:00,2021-04-29,3.8,WRK
5009770,51100,,,2021-04-29,0.9,BREAK
5009770,51100,2021-04-29 10:46:00,2021-04-29 14:04:00,2021-04-29,3.3,WRK
5010823,53410,2021-04-29 6:17:00,2021-04-29 8:59:00,2021-04-29,2.7,WRK
5010823,53410,,,2021-04-29,0.9,BREAK
5010823,53410,2021-04-29 9:53:00,2021-04-29 14:17:00,2021-04-29,4.4,WRK
5010831,55050,,,2021-04-29,8,ABSENT
5010836,55050,,,2021-04-29,8,ABSENT
5011015,55050,,,2021-04-29,3,CHARGE
5011015,55050,2021-04-29 6:00:00,2021-04-29 10:46:00,2021-04-29,4.8,WRK
5011015,55050,,,2021-04-29,0.9,BREAK
5011015,55050,2021-04-29 11:39:00,2021-04-29 14:00:00,2021-04-29,2.4,WRK
5011060,55050,2021-04-29 6:10:00,2021-04-29 11:43:00,2021-04-29,5.6,WRK
5011060,55050,,,2021-04-29,0.8,BREAK
5011060,55050,2021-04-29 12:29:00,2021-04-29 14:10:00,2021-04-29,1.7,WRK
5011110,31288,,,2021-04-29,8,ON_CALL
5011147,51120,,,2021-04-29,8,ON_CALL
5011401,55050,,,2021-04-29,8,ABSENT
5011499,31288,,,2021-04-29,6,ON_CALL
5011499,31288,2021-04-29 6:02:00,2021-04-29 8:02:00,2021-04-29,2,WRK
5012159,51120,,,2021-04-29,8,ABSENT
5012163,31288,,,2021-04-29,5,ON_CALL
5012163,31288,2021-04-29 14:09:00,2021-04-29 17:09:00,2021-04-29,3,WRK
5012165,31288,,,2021-04-29,8,ABSENT
5012329,18048,,,2021-04-29,2,CHARGE
5012329,18048,2021-04-29 14:16:00,2021-04-29 17:46:00,2021-04-29,3.5,WRK
5012329,18048,,,2021-04-29,0.8,BREAK
5012329,18048,2021-04-29 18:32:00,2021-04-29 22:16:00,2021-04-29,3.7,WRK
5014147,11151,,,2021-04-29,8,ABSENT
507800,51100,,,2021-04-29,6,ON_CALL
507800,51100,2021-04-29 14:13:00,2021-04-29 16:13:00,2021-04-29,2,WRK
1377208,53410,2021-04-30 14:02:00,2021-04-30 18:36:00,2021-04-30,4.6,WRK
1377208,53410,,,2021-04-30,0.7,BREAK
1377208,53410,2021-04-30 19:18:00,2021-04-30 22:02:00,2021-04-30,2.7,WRK
1977006,54013,,,2021-04-30,8,ABSENT
3974506,31288,,,2021-04-30,3,CHARGE
3974506,31288,2021-04-30 14:03:00,2021-04-30 18:43:00,2021-04-30,4.7,WRK
3974506,31288,,,2021-04-30,1,BREAK
3974506,31288,2021-04-30 19:43:00,2021-04-30 22:03:00,2021-04-30,2.3,WRK
4024378,55050,,,2021-04-30,7,ON_CALL
4024378,55050,2021-04-30 14:16:00,2021-04-30 15:16:00,2021-04-30,1,WRK
5001188,54013,,,2021-04-30,1,CHARGE
5001188,54013,2021-04-30 6:03:00,2021-04-30 11:44:00,2021-04-30,5.7,WRK
5001188,54013,,,2021-04-30,1,BREAK
5001188,54013,2021-04-30 12:44:00,2021-04-30 14:03:00,2021-04-30,1.3,WRK
5001252,53410,2021-04-30 6:02:00,2021-04-30 11:50:00,2021-04-30,5.8,WRK
5001252,53410,,,2021-04-30,0.8,BREAK
5001252,53410,2021-04-30 12:41:00,2021-04-30 14:02:00,2021-04-30,1.4,WRK
5005963,51120,,,2021-04-30,8,ABSENT
5009770,51100,,,2021-04-30,6,ON_CALL
5009770,51100,2021-04-30 14:09:00,2021-04-30 16:09:00,2021-04-30,2,WRK
5010823,53410,,,2021-04-30,8,ABSENT
5010831,55050,,,2021-04-30,8,ABSENT
5010836,55050,2021-04-30 14:04:00,2021-04-30 16:54:00,2021-04-30,2.8,WRK
5010836,55050,,,2021-04-30,0.7,BREAK
5010836,55050,2021-04-30 17:37:00,2021-04-30 22:04:00,2021-04-30,4.5,WRK
5011015,55050,,,2021-04-30,6,ON_CALL
5011015,55050,2021-04-30 6:01:00,2021-04-30 8:01:00,2021-04-30,2,WRK
5011018,51100,,,2021-04-30,8,ABSENT
5011060,55050,,,2021-04-30,8,ON_CALL
5011105,11151,,,2021-04-30,7,ON_CALL
5011105,11151,2021-04-30 6:03:00,2021-04-30 7:03:00,2021-04-30,1,WRK
5011110,31288,,,2021-04-30,7,ON_CALL
5011110,31288,2021-04-30 6:18:00,2021-04-30 7:18:00,2021-04-30,1,WRK
5011147,51120,,,2021-04-30,1,CHARGE
5011147,51120,2021-04-30 14:18:00,2021-04-30 18:01:00,2021-04-30,3.7,WRK
5011147,51120,,,2021-04-30,0.9,BREAK
5011147,51120,2021-04-30 18:58:00,2021-04-30 22:18:00,2021-04-30,3.3,WRK
5011633,53410,,,2021-04-30,8,ABSENT
5012159,51120,,,2021-04-30,8,ABSENT
5012163,31288,2021-04-30 6:06:00,2021-04-30 8:42:00,2021-04-30,2.6,WRK
5012163,31288,,,2021-04-30,0.9,BREAK
5012163,31288,2021-04-30 9:35:00,2021-04-30 14:06:00,2021-04-30,4.5,WRK
5012165,31288,,,2021-04-30,8,ABSENT
5012319,31288,2021-04-30 6:11:00,2021-04-30 11:41:00,2021-04-30,5.5,WRK
5012319,31288,,,2021-04-30,0.7,BREAK
5012319,31288,2021-04-30 12:23:00,2021-04-30 14:11:00,2021-04-30,1.8,WRK
5012329,18048,,,2021-04-30,8,ABSENT
5014147,11151,,,2021-04-30,8,ABSENT
1377208,53410,,,2021-05-01,8,ABSENT
1672200,11151,,,2021-05-01,8,ABSENT
1977006,54013,2021-05-01 14:15:00,2021-05-01 16:46:00,2021-05-01,2.5,WRK
1977006,54013,,,2021-05-01,0.7,BREAK
1977006,54013,2021-05-01 17:26:00,2021-05-01 22:15:00,2021-05-01,4.8,WRK
3974506,31288,,,2021-05-01,8,ABSENT
4024378,55050,,,2021-05-01,8,ABSENT
5001188,54013,,,2021-05-01,1,CHARGE
5001188,54013,2021-05-01 6:08:00,2021-05-01 10:52:00,2021-05-01,4.7,WRK
5001188,54013,,,2021-05-01,0.8,BREAK
5001188,54013,2021-05-01 11:40:00,2021-05-01 14:08:00,2021-05-01,2.5,WRK
5001252,53410,,,2021-05-01,5,ON_CALL
5001252,53410,2021-05-01 6:12:00,2021-05-01 9:12:00,2021-05-01,3,WRK
5005963,51120,,,2021-05-01,8,ABSENT
5009770,51100,,,2021-05-01,8,ON_CALL
5010823,53410,,,2021-05-01,2,CHARGE
5010823,53410,2021-05-01 14:20:00,2021-05-01 17:00:00,2021-05-01,2.7,WRK
5010823,53410,,,2021-05-01,0.6,BREAK
5010823,53410,2021-05-01 17:34:00,2021-05-01 22:20:00,2021-05-01,4.8,WRK
5010831,55050,,,2021-05-01,8,ABSENT
5010836,55050,,,2021-05-01,5,ON_CALL
5010836,55050,2021-05-01 14:16:00,2021-05-01 17:16:00,2021-05-01,3,WRK
5011105,11151,,,2021-05-01,8,ABSENT
5011110,31288,,,2021-05-01,8,ABSENT
5011147,51120,,,2021-05-01,8,ABSENT
5011401,55050,2021-05-01 14:02:00,2021-05-01 16:33:00,2021-05-01,2.5,WRK
5011401,55050,,,2021-05-01,0.7,BREAK
5011401,55050,2021-05-01 17:14:00,2021-05-01 22:02:00,2021-05-01,4.8,WRK
5011499,31288,,,2021-05-01,8,ABSENT
5011633,53410,,,2021-05-01,8,ABSENT
5012159,51120,,,2021-05-01,8,ON_CALL
5012163,31288,,,2021-05-01,8,ABSENT
5012165,31288,,,2021-05-01,8,ABSENT
5012319,31288,,,2021-05-01,8,ABSENT
5014147,11151,,,2021-05-01,8,ABSENT
507800,51100,,,2021-05-01,8,ABSENT
1377208,53410,,,2021-05-02,8,ABSENT
1672200,11151,,,2021-05-02,8,ABSENT
3974506,31288,,,2021-05-02,7,ON_CALL
3974506,31288,2021-05-02 14:16:00,2021-05-02 15:16:00,2021-05-02,1,WRK
4019778,54013,,,2021-05-02,5,ON_CALL
4019778,54013,2021-05-02 14:12:00,2021-05-02 17:12:00,2021-05-02,3,WRK
5001188,54013,,,2021-05-02,8,ABSENT
